sha256,y_pred,y_score
36aaa4b5400d24d5e79341025a294f8dcb1e8c42a22fd588130ac89468ca3c3d,0,0.0014323654
5443e5d7e5df3d5b62e5c7f6adb20973bbe425c973cf844835883da6a2e3b440,0,0.00905526
b537d682dd1e2b0c3bcedfee4e8141a29fc2a91d8cf4adcd25fc798f08b1054c,0,0.009505806
ee619e212e9254ef33b63d58d056862bb1db5092394062df6479621cf8b961f3,0,0.0006297088
4d41392a716f10ada497f0651d725ee23297393afdd583d9cf35c010b80169ad,0,0.009505806
76bc17a6423a341fc7e535827e1014e2de3b3ee8b00c4841eabd11fa4ed7a231,0,0.00730488
95f3c1e5b75a0f8c6867e1dd67ae116d7852da0ccda9e504dbcbeadb0a55d202,0,0.010275248
b6abc3c4a93918e67905f2cb0529653c3c3c7a901f12603387d804cc7ff0d93d,0,0.0028025722
7aa230a503576c41a0aa0cc7c32eb90e528c7034de738585d539bd02e47678d9,0,0.0073308414
5cfa1b83c83c2ed4c2f5a586709da89f98351ddf981ca5a1381880587397fee1,0,0.025953487
8771e093e6548e7fa41400ce64e6347f5573a9ef2a72897fed45d998949a60b8,0,0.019915767
12d75e895649f68f217e42c2d881a94fd3177d7b9a7937825852aed545520cc8,0,0.0050874944
1808f2d5d604f4b27ce38a889d6104ded2ce911dd2b3194306203b469a4dd73c,0,0.0022149023
38878fcc1d6b2f6ac8f3aeea8c9bad9ba1cd6b02e2a16e3666b51f4b97ab1904,0,0.714626
a73f384270610e71141a8de5c917388bf568c8d57c1747eb0f9b5d605f66e0fe,0,0.0014028765
804ff82e241e3ecca79ce34863983431db0d94f305547e76c9009c87a066f7de,0,0.0013490686
9aef601ad2683dc655df023f8c9e003d26b0ffb474ab5f2f4f963533f0bdcec2,0,0.045905493
22d059198304044b6209254c71c2fa0168d8f8b169dfa6c5ea8321756965dd32,0,0.0002165104
c38ae108540eda3b313f87dd9a2dc193d471a1ddadd35cd93c7d21feda71c0d3,0,0.00029326294
2eed433b6e22f83892646f04035857d10423c7c1d8c8d1b16e84541a823baf46,0,0.0003679005
95e305929afb63d0ddbaf3601df7b4b7b18cce3ca76f72806a7ab13bd14e0b2b,0,0.003939084
f655c7dc3fd65a8502aa5efeec38b8cbcdd6d58da51d38dfc126255d99dc37a7,0,0.0016720719
fc7a36bc7535195a8bc54122be8f16a05004e4baaad33a8d14002f289aa2907c,0,0.015119498
8377a6c4275fab75f3bb5f6630a2cb6b6986493d2b8eef3be4f6fece1958a2ae,0,0.011108239
50526d97f3b8808cfc1f3fad6bc25a66598647f54a9118cbc7248ae127359d9e,0,0.014137724
767a652a7a72c635ac49bbe58308e002c9c304c111906f8880096ae2acf30d2d,0,0.0041342666
4f7ae8beeb74c1ffc6f7627cbfe7e7c8d765d778f3257692a16b45ec0d5c3afc,0,0.29054928
5b91290662997d0b47832153d8461ca75b021ab45412f45132779e7ad7fcf4da,1,0.67318326
eb4e7634bf5bebec2286f8d6edaf5cca8d53177776f65f738abb8a51d4e52c4f,0,0.009505806
53ba15707ecf89d260a7bc923ba302c0c8422ff2c30dd245b051005b1f4b27c1,0,0.0075962516
0c7e76f558515ecfd4ccf5dc74953938f669475158423a83442e45b853d87a82,0,0.0038644061
7bd6864a5e515d9b8590869bd9ff0c9444f9813021a1ddbc0308dad6fa27e7c4,0,0.014739544
e3f3c38fa3fe032783ad769663fd1f3ccd46bda8535ffeddbc0d7639149003ed,0,0.004463421
8965d2a3b9b73e200695b1969ee75d5fc82a24985d2daeed91c05777b2d95048,1,0.5629844
48b8d4bd043c696a6d5f739dbe406232e337551921f747fc14deccea9113428d,1,0.0010391526
b08911e6d897c98cebddd5309811e5a14f84326203f279b585a6f28cb72b91a7,0,0.007250484
6bc3693dc63c19eb5b2e0e39ebcce1115669fdc9d5fd4408877866f089d9662e,0,0.084024146
828808aab36b9e05d614c34aa94bc8d8677a6990b1acb87a695df187abb52971,1,0.0010391526
d5b44919a5cd5648b01e392115fe68b9569b1c7847f3cdf65b1ace1302d005d2,0,0.0006522885
a9c9e34a43b18cb243595fedf7531d12ef1169e45eb2216471b47177b10023f4,1,0.0010391526
e78abd93e922b987742a83f73cf9ed673914c7cd8b5e5386422b731895efe3aa,0,0.028497944
70ac647e7c7cc3c50ad0e3e1bb009b64c4557e9bc2ca787ad3bff212624ad882,0,0.05733476
1a8add790f354932e8c7550a51adb6e97803c20c61dc6ea08480efdfa99b074e,1,0.0010391526
246c77b57130c7edb131de5e3bfdff138d8d85bcefe1fee745b9f50440f2d107,0,0.017722482
c591f4433f26e00ed1b0df57ea55c3a0115f57297add84c3bd6b6fc3ea5a249a,0,0.00564633
75dcf47f99bcd101bc16aa22545717f0016a0c876ea5bee7dfd01ecc9b388324,0,0.7459512
7681e94b9ba53354e4e784cc1727ac0ee0afdeb207cde96216b06b073a446ee1,0,0.024457056
832b21abe2687be3e1c1133d68dc5dd1e6468aef71fd5ddf2bfd24ae2564c9d1,0,0.0005328044
c74a3554737367a36b82eaa39ad4e2b12fd9f4bcb485d7a953101677cb52b822,1,0.45347714
9b01edafaac1ac646c5df43c81380c33a2182bdc2f430483bc5236b5398cb2f7,0,0.00828934
c88432bdfb30eeed939c6f95abde0f4f681a358948002a4e4668ad7475755fda,1,0.33752397
5b878039a1f433b73b5776a999ef86025926a9a432e7f90d7e2a84ae246b055a,0,0.009806775
f08c78426b95cdb0148c4ce3532dba2678c99a38180c17994a7fa5d48e1a02e9,0,0.0004957006
a87df9a2abd32268f9ed77c3efeb18c99f498255639e1854b0e0ef3149d494bf,0,0.0015886858
1970d9d1359e9111dc0b36f955d5ca39baec2718278086e583f8e321d89053a8,0,0.021042753
7f071bbbe1f1c7bebb878b8c8c6bb27d421b2c3afa029c13bb0fc049c818f136,1,0.45347714
8d58757db5c8d8c9fd73d8633e238f2131866ccd7e6d32a8c79250edb6f99893,0,0.21219873
089dea46860097392ba14587faeafa3bb18c7b52fdf17b819c60986d00f03458,0,0.00042713113
3cc2405c35d5afe35d18fc3d2fb2dfb9fff05371f771cc204c7f980a60d834d7,1,0.0010391526
848cf7b4ba6b7b8bcecee30b4eb76967b5431114813339d2c583f6ef31ef55f0,0,0.0010671471
16c06c498be326cac3900d380aaf138cee6ad413e33099eef23cfa2371c4e596,0,0.12601383
9b175a498b6e63014e1b85709c73a921fbfbe0c9c5ce1a30d4762089a38732b5,0,0.0075525683
6146d4f43dc2437f7c40e66e914f16c44b04f4d86836dabe31f189ebcd82654c,0,0.002591057
39abb1406c90d0582d654469162b22a8fbfebd64a6c42298a8ab2335f062842b,1,0.0010391526
4dbffda207cf98e48bae858c30812cb0f2430d51e1eb06d374c93e97b54676e0,0,0.0066536916
bbfd4faad690b784c2b7438620b07cd7f40c3ce9b5955f717d6af7b363ac5e13,0,0.054880314
d4a89eff0ae22974efe5cc88bb2dc0113a9c1ca287541244c160d3ac80395e4a,0,0.010439371
0fa29cc027584e179a82fda1fc6f44b07924175be43db3b9f25fef1035cfa7a6,1,0.0010391526
0df1df89744100058c397ecd529608a5216213aa4b3c97d5836a6604be359e1d,1,0.0010391526
dac5b4fe1b6fa0e26858b65d41aa9f291f365af131bf9dea1d7dacd634dd46d5,0,0.0008623197
83fe955a60c31bdf246cdd01ed284cd9f9f30dae27ea8aad53d1f401b2a5e746,0,0.002836546
8fd251c469a1e4a839c23f991d672263e18deb77c31767df35c52107ba1d73bc,0,0.0056335283
156f956531d732b452b2d7b087d119250cbe19dc19d6fad9ba265543baa9b780,0,0.001960998
d006934f4c72f00d14a06fa2c58902b84898abfa0550528fe7113ca0ef005a41,1,0.93207407
fce7cf587585e03b628144151d8d2ac8d6b315300ecc5e64ae3a0cd08c9bf3d5,0,0.0020976758
365bf95a0c89be0d3f33b9bf26c09059fb3a79c90961421346d7df872ab0f798,0,0.0042398395
00ae1fca3e5831cb383ad64a31cc0e9d4213f89296803ec1b733b5feeb82bba4,0,0.0013695856
c621f326e23ea6a0a1d58d21573f2741966c2b206448a3c2f9aea0adb2d56c2a,0,0.0016439987
f5a12114908e7db653b25a6ea9455a12f6d287b1efa4762f73136068407095ac,0,0.0009381647
42f499d2713a64bde7d798366f91645a96a8e2123541b8c3dc76a919052bc12c,0,0.0003655142
cdc1003aa511fa80f80bfd28223cc47edfd3968b8012e2d93b0deed158de0cfe,0,0.02424919
2071ec3aa161fe755bece92e44f0b96c0361f2d0e37a55f37d41e96c525d3be6,0,0.0034147173
253e1e29e3ac37474986a8506bed23d03c0c69fe7d514493068fe3548006dddd,0,0.06982106
58fa3c1e7c2b767c9d572aa4cb9536a940c6cc67e7d15f933a2af3bb0871dabb,0,0.0013695856
6c22e4e0461f08b92fe4de1a34a56174f20ef49a02cdf23430524fe7547a0504,0,0.015254759
9bc36018c0fbcf05074a4f87a7d33d9fbaa572d98a51332a113a1d4deb2b9ce0,0,0.04494377
b95ef5914db32ae96bae0d77265422936e6ec899a3465ba8abffcc205c063e15,0,0.0022350035
c4b8f69b1870354e5fd7a49b981711e1814de2a171b76822220f5384e788c340,0,0.0058172233
9c2521e9654403977a16f824d4782c791689c7e3201fdab55383d3f5cb41c82f,0,0.002453642
70e8ed7b7073ec2bcc4304ca34daff0d512801c022a922b277b0af4eb8a72020,0,0.0011169018
e6f039ceea554fb47d686b5c1adb46eea0b421a2b5779a18a91a01b89e9fb163,0,0.017203173
68fe0e2e2dfb84dcc46ecdd2ae14b33928d2a23c56e740132a89aafd85d73aa7,0,0.002902447
426ef67b0112474aae8432684aa145fb9ccd24deaf51a47ffcc54b845007db6e,0,0.1588541
7215be1c467d89da361dc3095428a572cad7b2a2d65e3d35f64610d5e2a296ef,0,0.0024645096
cb42e0181dcedb7e2439ee80f3fd01ea9df1a739db7a835ede5d5e68d3b0ba41,0,0.0009714665
902d07d1fb2a5beefc480f33cdd2f01b27d94658e15bce759e4c724a13822396,0,0.0016614619
86619a86a8789462156d8e84b44076cb12e831afb6c0daa359c662f8d6c5f614,0,0.00073215406
3e75d98aac292f60facfd68e91f8848ba9705db9f1517c65c9955838e53d27a1,0,0.02790917
5806faa8b56be373c570292b91cfe50ab81e0139bf1af91faff939350332b4c6,0,0.020334737
9f57f27d9928bc989dd15edbc455e498d5137a982abc9e6aa16760450a045e96,0,0.12389325
890cf7fc65e6d13a56e4a7eaa97f1d5d08ccd8cf2b9258c64139705cdb6ec37d,0,0.0058172233
b62eefa046caa9e60243446f5456461ae603bf9ebe1a21381646feb9d3fe6724,0,0.10279571
e926dafb40ce909fe0e0dc28f510f9aa8a3abde68c5c48f11c377086f2d8e149,0,0.0013044234
91f23b0f2635e76407ec19100150a146cde73b504ea6c3c1dcd63a7896becedd,0,0.001222667
c6bd3f9f32aa4d5d25714a7211eea80b45df6c0cef5062df055afbd23008f758,0,0.06982106
38c20293bc9f0eac1b56bf11e88666a43de74e506bceb4127aa71e4ac2343734,1,0.7583358
7d49a462c9f56072ade3b227ca8c9352deff4345b7bbbd4258afe5adc972b1fc,0,0.0020062965
cf10e805142115e1a5af8ae3684a1b0dec05ff95ab15345a59d06cd8f1530c34,0,0.4667906
c530f160dd17863e58f639a79be2d5c170ff1602aab628a56918922dc10808df,0,0.1588541
bebdb1e8588f7bfa7337b18662df36fed372985dd8ca21c627e30950b6dea859,0,0.0013044234
ac426aa4d228c85cc68a2d21c2a8a9d56cde82b3f63b85f8cbca00c406db4d14,0,0.0022397714
b574b381f9361d9682eae06adfddda9ff15fde981f938b45a7aafa36fe439aa6,1,0.0010391526
36d7634fddb7e2eabad72883e74000b8f368199cc4540920d2e3d0eb38abe850,0,0.0015925204
b7851989204cdbb06fc3d3bca0c02ceae0579ddcaaeb9b4c21611bbe2f649b91,0,0.0006865544
d9ab3f9b71165f437824f1ec54dc1893d2c2cf44187f216f95c9992ec31c5335,0,0.0006865544
957c410871aa4e0e1e9e708002509cce5b4a94c626bd259775d4bedc0f2a8203,0,0.00025218193
b746512ff4193f46394ee684c95dd3ae7df91bcea742f9cd71e230c60b186427,1,0.0010391526
08ed6e117e6b74870489fad7b3be05f8fe6cfd388cbecba317aa816366afd8b6,1,0.9861937
581f1ed0219a5e5bf88b77c60f9769fbcd65724f8bfcc94511a37d2091fa8b64,0,0.001246939
3d0f3a026502b5fea88d7eec5fb6abc7a3e79cd1ece318ed46dfb46f019c8799,0,0.17404367
2fb913f8c4604f5da3d61d4bde45544f5978fb104adde0887458572f51491e35,1,0.0010391526
4cfbc845b7f837a98855ba5749deaa9d9f1f3988c6461bbc91868942501e0a71,1,0.0010391526
9afe75095a91005c5cd890fa0ea352e0b6cf84b6c26a6922b87cb28e16e509dc,0,0.003001455
dcb00cb9b9b8d602c52f2adfec5cf1ed867115efafd16259dd755d505977a037,0,0.004157535
068b1711f0eae4d231fa867c48bda5105b4a21c23b5e75eef08371350a57a1c6,0,0.0008845705
d33f350aec2ecd02206c06b39febeb1f0bc9ffb84f8c5a69e10885b0d70ad6c0,0,0.0023299628
1edd5ff51c0d08b14c46be7128287269a0dfe3cb9d52ec950da0c19d4d477b95,1,0.8836312
7827b0ca622785d27e60bbb86d7cba2d50fa0c8edb27b30615b260a2cc749760,0,0.010439371
9118ef8d92dec8629ce8e3440b536c2975dcfdc068ae220b504304ad9da2c74d,1,0.015482293
3801bbdea97eb4f75b326665406c33c22f3d23dac7f397dba6e9bdb0eb9c07e6,0,0.0020814647
03d7823c598211808f2b81f6dae8ffad62a3c880cea64863fd3cd2084d91d577,0,0.13813548
b4d3bd8776a57241acb2ab0834915a964a588fdc28f3a6e296a45c0539d5c731,0,0.00027349524
5f6db67b2c6ef61160ba91c36342b1cee8bd78db2f7a572d57c4e98a3ae9fb45,0,0.0003655142
804f54e32c5469a5cbd788b178052d37e5f3e25994f59f98210a16f1e290d37c,0,0.0020814647
8479880c5f48a7fe1e0001c47444d2cbd5b6ab74c9169afdcd500f3b388a8256,0,0.0020814647
997759b2293ea142d13559eb64983288f25397ef2c9eb8147247b89370a22e88,0,0.0017402157
dbacced219393ac2d09f3bcd75da579fab683b20d9c4b8c707064f816b70f67e,0,6.6145374e-05
3b2994e24712488a1757e8533872921334aa25a2bec7abaac1adf726a97453cb,0,0.027138926
08ffea08b22c708c4dee891e4b8cefc6e4ccb56d579c2e585a019396845cc1d2,0,0.0038547686
6d2c7e3873124b9046e721d4b4ddb2b0ae312f5a00c8befc70350c55dd3f0363,0,0.0017402157
4e283ee4d1b3d61c43a6273c9b4d9739f7149fc6487562b6a3450cb911432615,0,0.0017402157
dacf192c02193eae91307996ab01b335846bad2c6de2e8766c5595a665012470,0,0.015301267
66c33c0b432eb81c27616740a3ef541d33d11fe0784d2535a8ceb1a819cd5f7c,0,0.006226014
cae2d76fa3c11dc8c441c7606b58e797b86c83a03c5ea80306a4957c1e37a8c8,0,0.00030272105
c3151c9848c835ac99917e8ea7f4bf40a9cff357b8d757e0db96b4b94fb3bdec,0,0.013818849
12b56ffadf88956b2bbecb1017d6f309a3ba5bee1543b5ef13cd42a9642f442d,0,0.014040781
9757586aee395cff7e7f6033d7b61fc80a249b501fe64862011bc1148b82e90c,0,0.025668453
2aedbe81cdc1788458c95193ca55973781b4809c2e0344d9a2a03cea175c6c74,0,0.006044542
81e9f042c90aa2b1e2787708c0e57765de0b80e7179f501ebda6b5a26c5cec1d,0,0.010942265
8776dd7bbf14c01b638d760f203e7a17ae7104916da84b56fd34ef1d06ca77b5,0,0.0013695856
5c659a9c9baef7319a25467e70d84faafc748477a87c488176be9e6ac8cbf72d,0,0.006044542
361ab6a43ee4a00c0247994acb37599a7858af5fc7e6d58bc5dfedb037ea3a25,0,0.006044542
5d89bb7cf164a350513023d3c69134c4a52b70f85e96d1489ead8398c276cbed,0,0.0010954541
3641dd04a42fdca831617758b0b3a1bdbefdc1c83eb1b7194a7e7bbde1c4daed,0,0.030056546
10bdffac10bbe53004bea162a18079175e9622c5108f6512cc9098760428924b,0,0.021164177
563bf84221a2eb803a068b57845b07045b72f8512d030da1df07da6993e3fdcb,0,0.004821517
2029e30dcc1ba1ecb8d73313f18b429b40e6044c7785c52af08b948ef94b3ddf,0,0.0040578204
b260a612b90c9e7c5ed1f354f980b48c2a29ffc92e7ff958bbc24f7a720bbc3a,0,0.026483107
119ad3700530a3f8a4d34643407fcedf7a35e6a8ffdebee73bdc03fcb5e85522,0,0.0046786303
44cb8f22cbfb6f1ed8b7c6ccebad6b226e495bdffcd2f7c4cbbd7a7bf0735ff6,0,0.026751732
20402155a51cf39407d297962f435bdd5c2f02faa44eb5b38e9ec96c371271e0,0,0.030251404
c2ea826e98319c878b640b667b3b01efb2199f0feecf697fabba299144779186,1,0.939409
420bc78407b7f97dde7ae6982700b56a1f99c63c13e103f0f57ef4efba90e89b,0,0.0013147108
e5168d83dca7b5b5a419d744d1d32e55437a2bf5d3406cc89588fdef1470c7df,0,0.023367831
0a45fc7854808bda4e2c14fb3b640ebd6d12a321151e1e79c401e6c419d5a342,0,0.022731608
bd64cadbf58f94c6e262cde652095baa71c0bfaaa3bd2d54680e65c4673edb7a,0,0.00065034773
11083bc6b0ebb371d049acf2d2e1f1c2ce1a9f6aade4f4673656c543f4ccedc6,0,0.00017513198
fb1e89b618b660700387a0b1a6a3310b4d4687a1f729133e3f840d3aab0ae979,0,0.0009366206
4b7f6a9da85b61853aec815b52203e6f3070ad03065c81795f0a48e832bc95ea,0,0.0046786303
4f399d30eee6e13695c189b589936c100fc3f92d68cb5cb68a7efdd4b6ce8c2e,0,0.0003066834
abfd6455b999ff8b76b60ea6baffbdd8ff5fa475918bf22f40548a4b4fde6ae4,0,0.022731608
30f5ee44b037fc793e0791af5e041d5d46739cd0e182f757d625655deeb41e9c,0,0.033312775
67e804d612641b2dd6344b5397ad0590335b182062eafb3142a64a82389b1090,0,0.026751732
9ae7d66bc18683a0d7efc271eb74ac7de13cdf1f60c46304821ea8b60635b46c,0,0.026483107
59e3ad810d87ca5380ba982a9e17d8048b1f360699da32a8c894168d37b35a52,0,0.033312775
bdf68b361b676ccccb072c5fc85a8816339df027fda60a7f5cc372269d3a02f4,0,0.010954885
752f3bf61e4fa5b01dc6c8a7a24f3c728d1e3cd85af64c7b8ddbc50960701c70,0,0.10161757
facdd141a61c5d09115456e3ff888ac41e78b744bf747d54f9988d78b3acd18a,0,0.0006736931
ffb27aaf7a693ef7cfc22d3a9260ff9477608319ac0528c5834b97ffb5dcb733,0,0.001579767
7d07f370ed498a1f6f8eb58c6323a2bb8571f9ea9933898f740e8c3b4358e76a,0,0.05322835
994cdab2cc5ce5582217f5295e3d5b4d3f23900c5ae54a7d3b7b15874b82107f,0,0.040103517
eb1c29bd540cdb4ffc9a51392a020cd93b041dae0d8ec1001b278904a9b44d83,0,0.040103517
7a5a6ebcb5d691fea85891a3ae65cabeaa623d61c3bbe47646e66cc54b700056,0,0.0022461067
1727065c5f00d3d05118489c676b202a0d6e6aefe27336c08358a88fb7528021,0,0.00259868
164d2dc617d3ade61fcd902d382749ceacd34d00b442ac4d26d80a4d444bec9d,0,0.00047170554
68bf09d5957e8e652343064cee6b54a15d45cac52ee07dd2545e3116f0b53ee4,0,0.61762065
743c9c7ed4559c2305142fa85efa1a885bf38790ea27e13e17da7abf145ebfc2,0,0.0057516373
e0b6dbc768e7b97f7bfdef28d7a1bd3cebc92787454fde3f24d78570aff791f2,0,0.0012518961
777633d18a44c887aab2da1acf14fd32b43c87087a6d9d75bc10e81735f82788,0,0.0004688547
4d07ba2d8c2472ff0fed764fe460b9436f1a097634c389e33c649fb8187af319,1,0.7357235
967cd14f0130e1775236c302800958b04046fadf8cc33c7216f32391a107cb9c,0,0.010439371
df6ae5a636c0a696c2f1d430dde3284137a4bf862b6d30883364b67c66bf93d3,0,0.001377139
1e26fe2cdfd6c6ef3a35ecf873eb2b9812d7900db01726dbf0750ed42e2b50e6,0,0.0012518961
9afd1ebee52e04de9cde45815280da4fe269dffc7f4d172773a93685d4b508d3,0,0.001167821
43718d6779bead4e50e52eb5e2d7630b8505df4061dbeedaa2583a88c2a95f17,0,0.001377139
70eb60ebaee8593df2ca9d87e6f98ab31abf3c4f19dbd3a8eca8e7190e1e9181,0,0.0057338583
6a7f9ef95d6684f7738a0bda36ce615432f7ae2da72d52115bcf56cb62a946bb,0,0.0004411671
d0f988ca35945affb46f305986af423e98d48594ed60e934323b5419fab6365a,0,0.0063664955
b71cb8d2ffb3e0d3890b8a50b4c69d29fbabae346d7c1e1f1991fbf17d1a5acc,0,0.0064875195
ad575e739b64d84fd940ad8c948bcff22a558fc25fe991baedc29cc178e67039,0,0.011108239
47aa347375df7c749865b60fa85c960d49b9cdf8a283564a04edec87aeeb618e,0,0.00064922095
ffa9941ff8c177042a13a6fbba98a61c7ab563f7ce816cb869d810f095e45484,0,0.0029387875
ca369d74657abbca0c6512321454fc960e144e238ba9642a0ac060eb08dd7fe5,0,0.00045099627
e67d48e654365a36586ac1dd42af247dd5396a62867081b558f6e9d9a7293c36,0,0.000686755
4b3b0298e18fefa7adc90460ec3c7cb11ed479952d1729686f2551c9fa0e2c04,0,0.00132151
10866da09eb103ef9ccf8f0776b104eb310b4761258cfa25c74cd549dc8f2153,0,0.030643938
c2ad6920a972912ccd5372ba4c8958f609e30e8906d0d16b0dd578b1c28b1941,0,0.29904023
906b5100701be4721c4b76dca4128cfd318c3f4e852fa48519215bf4748f6159,0,0.05718451
805144bae52dcdc5850283440d9fab4a9984535e1085ae28e0a334da5f3d852c,0,0.00023642981
d3e37eb02fc4e8c6e69228c340db64271695497edc5f635603af679f1cdb4ae4,0,0.030643938
a548bfa6aa67cd1f4ba154a9d87a8b3d2919fcffdf82660cc47c1712ff5413e9,0,0.81263226
da1902d5cb54a60d03d78ce130d54ed11fef985b6c75d92bcb40f2c03ab531c2,0,0.1695333
6bb7e88e83e32cf25fc7f53541dc9725b87736f63ed89b45b9ac8245dfb09ec7,0,0.040492218
9815378fdc3202ce9f0e8ad3c134273a4b7a0abf6d11c93d981d83823f1cec86,0,0.001139687
ba903a7fa8776842fd69c54e81938d11e6e15c54f25b60351d4b9ef28c87be8e,0,0.010219038
3c67b3d0385887bde72530484927913b8a71bacfd31a35ab6cbfbfdb56ab71e8,0,0.00074091397
